State,Year,Deaths,Total_Deaths_Annual,Mortality_Rate_Per_100k,Mortality_Rank_National,Mortality_Percentile,Mortality_YoY_Change_Pct,Deaths_YoY_Change_Pct,Mortality_3Yr_Rolling_Avg,Mortality_Trend_Slope,Deaths_Cumulative_2018,Mortality_Volatility,County_Burden_Concentration,High_Burden_County_Count,Total_Population,Population_65plus,Population_85plus,Population_75_84,Pct_Population_65plus,Pct_Population_85plus,Pct_Population_75_84,Working_Age_Population,Elderly_Dependency_Ratio,Very_Old_Ratio,Age_65plus_YoY_Growth,Age_85plus_YoY_Growth,Deaths_Female,Deaths_Male,Mortality_Rate_Female,Mortality_Rate_Male,Female_Male_Death_Ratio,Female_Pct_Of_Deaths,State_Code,Total_Funding_Annual,Mean_Award_Size,Median_Award_Size,Award_Size_StdDev,Total_Direct_Cost,Total_Indirect_Cost,Number_Of_Projects,Number_Of_Applications,Total_Funding_Millions,Mean_Award_Millions,Indirect_Cost_Ratio,Funding_YoY_Change_Pct,Projects_YoY_Change,Funding_3Yr_Rolling_Avg,Funding_Trend_Slope,Funding_Cumulative_2018,Funding_Volatility,Number_Of_Institutions,Number_Of_PIs,Number_Of_Unique_Projects,Number_Of_Universities,Number_Of_Schools,Number_Of_Medical_Centers,Top_Institution_Funding_Share,PIs_Per_Institution,Mortality_Rate_Per_100k_Lag1,Mortality_Rate_Per_100k_Lag2,Mortality_Rate_Per_100k_Lag3,Total_Deaths_Annual_Lag1,Total_Deaths_Annual_Lag2,Total_Deaths_Annual_Lag3,Population_65plus_Lag1,Population_65plus_Lag2,Population_65plus_Lag3,Population_85plus_Lag1,Population_85plus_Lag2,Population_85plus_Lag3,Total_Funding_Annual_Lag1,Total_Funding_Annual_Lag2,Total_Funding_Annual_Lag3,Number_Of_Projects_Lag1,Number_Of_Projects_Lag2,Number_Of_Projects_Lag3,Population,Funding_Per_Death,Funding_Per_65plus,Funding_Per_Capita,Projects_Per_Million_Pop,Funding_Per_Mortality_Unit,Deaths_Per_100k_Elderly,Overall_Burden_Index,Research_Capacity_Index,Funding_Burden_Alignment,Num_R1_Universities,Per_Capita_Income,Median_Income,Prior_NIH_Funding_Total,Rural_Population_Pct,Region,Regional_Avg_Funding,Regional_Avg_Mortality,Regional_Avg_65plus_Pop,Funding_vs_Regional_Avg,Mortality_vs_Regional_Avg
Florida,2019,4907,4907,23.476631207241386,10.0,82.35294117647058,,,23.476631207241386,-1.120432123304681,4907,,32.9733034440595,15.0,20901636,1207391,147026,881756,5.776538257579455,0.7034186223509011,4.218598008309014,12959014.32,9.316997189644281,12.177165474978693,,,3447.0,1460.0,16.491532050409834,6.985099156831551,2.360958904109589,70.24658650906868,FL,72905792.0,650944.5714285715,381101.5,792063.4605001155,64424290.0,20456219.0,118,139,72.905792,0.6509445714285714,0.3175233906341847,,,72905792.0,16972861.69999999,72905792.0,,16,117,118,0.0,8.0,1.0,34.3483423100321,7.3125,,,,,,,,,,,,,,,,,,,20901636,14857.508049724884,60.382918209594074,3.488042371420113,5.645491099357007,3105462.2512241937,406.4134981956963,1.1165072953309856,0.32867969430601457,-1.0008288133173628,4,31619,55660,0.0,42.07992556347404,South,31667078.76470588,15.312540089909643,240384.76470588235,41238713.23529412,8.164091117331743
Florida,2020,5505,5505,25.946268177234362,13.0,76.47058823529412,10.519554309952328,12.186672101080088,24.711449692237874,-1.120432123304681,10412,1.7462970485510316,32.98819255222525,16.0,21216924,1445368,169805,1013613,6.812335284794346,0.8003280777175806,4.777379605073761,13154492.88,10.987637556119912,11.748219138655346,19.71001937234913,15.493178077346869,3942.0,1563.0,18.57950756669534,7.3667606105390195,2.5220729366602685,71.60762942779292,FL,82311503.0,663802.4435483871,403156.5,1044056.2250302399,82325274.0,19287225.0,126,156,82.311503,0.6638024435483871,0.23428072647532275,12.901184860593794,8.0,77608647.5,16972861.69999999,155217295.0,6650842.0299809035,23,137,126,0.0,12.0,1.0,40.61558929375886,5.956521739130435,23.476631207241386,,,4907.0,,,1207391,,,147026,,,72905792.0,,,118.0,,,21216924,14952.134968210717,56.948474713706126,3.8795210370739888,5.93865538661495,3172383.112582692,380.8718610070238,1.4362588348204088,0.5765961670285608,-1.228600342854309,4,32848,57703,72905792.0,22.829626681106387,South,37824766.176470585,19.19583265640101,299064.8823529412,44486736.823529415,6.750435520833353
Florida,2021,5025,5025,23.54759158044968,9.0,84.31372549019608,-9.24478456940222,-8.719346049046317,24.323496988308477,-1.120432123304681,15437,1.4058088747576665,33.3134328358209,15.0,21339762,1512097,141376,939824,7.085819420104123,0.6625003596572445,4.40409785263772,13230652.44,11.42874100016794,9.349664737116733,4.616748122277503,-16.742145402078854,3691.0,1334.0,17.296350352923337,6.251241227526342,2.766866566716642,73.45273631840796,FL,110454528.0,756537.8630136986,423037.5,952587.1219012201,108151311.0,33197138.0,151,181,110.454528,0.7565378630136986,0.30695086072511873,34.19087730666273,25.0,88557274.33333333,16972861.69999999,265671823.0,19538017.772042293,22,153,151,0.0,9.0,2.0,35.476627087664525,6.954545454545454,25.946268177234362,23.476631207241386,,5505.0,4907.0,,1445368,1207391,,169805,147026,,82311503.0,72905792.0,,126.0,118.0,,21339762,21981.000597014925,73.04725027561062,5.17599624588128,7.075992693826669,4690693.212621564,332.3199503735541,1.320157204550387,0.6569070605764389,-0.8372833971665782,4,35216,61777,82311503.0,54.18816877958178,South,43056852.52941176,15.02377230694195,274485.76470588235,67397675.47058824,8.52381927350773
Florida,2022,4709,4709,21.766131354188484,13.0,76.47058823529412,-7.565360644951258,-6.288557213930346,23.753330370624173,-1.120432123304681,20146,2.0976492323987044,35.5701847526014,14.0,21634529,1437792,127743,1081826,6.645820669356842,0.5904588909700784,5.000460144059526,13413407.98,10.71906559573684,8.884664819389732,-4.914036599503868,-9.643079447713898,3376.0,1333.0,15.604684529993698,6.161446824194786,2.5326331582895723,71.69250371628796,FL,119477808.0,835509.1468531468,430375.0,1297794.4951366524,116615006.0,35021343.0,139,186,119.477808,0.8355091468531468,0.3003159216061782,8.169225982297434,-12.0,104081279.66666667,16972861.69999999,385149631.0,19385491.419538695,19,154,139,1.0,8.0,1.0,44.304665348396746,8.105263157894736,23.54759158044968,25.946268177234362,23.476631207241386,5025.0,5505.0,4907.0,1512097,1445368,1207391,141376,169805,147026,110454528.0,82311503.0,72905792.0,151.0,126.0,118.0,21634529,25372.225100870673,83.09811711290645,5.522551842935892,6.4249145428587795,5489161.397393145,327.5160802118805,1.1487698557942119,0.5534077434821462,-0.5776558947203748,4,38850,67917,110454528.0,41.27943210054942,South,48622889.294117644,15.051568698060166,278305.9411764706,70854918.70588236,6.714562656128319
Florida,2023,4378,4378,19.964539002240926,15.0,72.54901960784314,-8.277044379780774,-7.029093225737948,21.759420645626363,-1.120432123304681,24524,1.7915357154573168,34.99314755596163,15.0,21928881,1513762,123630,1092573,6.903051733465104,0.5637770572971781,4.982347252465823,13595906.22,11.133954408814684,8.167069856423929,5.28379626538471,-3.2197458960569247,3224.0,1154.0,14.702072577255537,5.262466424985388,2.7937608318890814,73.64093193238922,FL,139186948.0,804548.8323699422,429469.0,1307904.206930034,136873070.0,40507082.0,166,226,139.186948,0.8045488323699422,0.29594632457648534,16.49606762119371,27.0,123039761.33333333,16972861.69999999,524336579.0,14693659.293237114,20,182,166,2.0,8.0,1.0,35.61483940290148,9.1,21.766131354188484,23.54759158044968,25.946268177234362,4709.0,5025.0,5505.0,1437792,1512097,1445368,127743,141376,169805,119477808.0,110454528.0,82311503.0,139.0,151.0,126.0,21928881,31792.35906806761,91.94770908504772,6.347197925876838,7.569925706651424,6971708.587129256,289.21323167050036,1.0729544989026905,0.72005596253475,-0.3091015845105165,4,41055,71711,119477808.0,29.68309164085447,South,49637571.35294118,12.716180840659622,278406.0,89549376.64705881,7.248358161581304
Georgia,2019,1511,1511,14.523473865003973,30.0,43.13725490196079,,,14.523473865003973,-0.7527465257311685,1511,,45.59894109861019,5.0,10403847,201567,68017,133550,1.937427568859865,0.6537677841667606,1.2836597846931044,6450385.14,3.1248831755804276,33.74411486007134,,,1218.0,293.0,11.70720792030102,2.8162659447029545,4.156996587030717,80.60886829913964,GA,44235756.0,725176.3278688524,425449.0,1110595.4998990067,41643100.0,14958113.0,59,78,44.235756,0.7251763278688524,0.3591978743177141,,,44235756.0,8318837.399999995,44235756.0,,10,64,59,0.0,5.0,2.0,69.6800886594998,6.4,,,,,,,,,,,,,,,,,,,10403847,29275.814692256783,219.4593162571254,4.251865295596907,5.670979206057144,3045810.968585917,749.6266750013643,-0.2240170481840774,-0.11011184201512125,-0.05932648668595697,3,31067,58700,0.0,58.23005086577275,South,31667078.76470588,15.312540089909643,240384.76470588235,12568677.235294119,-0.7890662249056692
Georgia,2020,1899,1899,18.057202822324633,27.0,49.01960784313725,24.331155136620563,25.678358702845806,16.290338343664303,-0.7527465257311685,3410,2.498723708596707,40.96893101632438,5.0,10516579,319980,89272,134668,3.0426244123683186,0.8488691997654371,1.2805304842953207,6520278.9799999995,4.90745872962632,27.899243702731418,58.746223340130086,31.24954055603746,1569.0,330.0,14.919300278160797,3.1379025441638384,4.754545454545455,82.62243285939968,GA,43421006.0,542762.575,385511.5,915375.1229915482,45661157.0,14590914.0,72,95,43.421006,0.5427625749999999,0.31954761899703943,-1.8418358216823472,13.0,43828381.0,8318837.399999995,87656762.0,576115.2499717396,9,80,72,0.0,6.0,2.0,79.76752312003089,8.88888888888889,14.523473865003973,,,1511.0,,,201567,,,68017,,,44235756.0,,,59.0,,,10516579,22865.195365982097,135.69912494530908,4.128814702956161,6.846332823630194,2404636.3341678465,593.4745921620101,0.1157869184306989,-0.060563343914463996,-0.2884450554910262,3,32427,61224,44235756.0,31.047445084617628,South,37824766.176470585,19.19583265640101,299064.8823529412,5596239.823529415,-1.1386298340763759
Georgia,2021,1496,1496,14.079185063641022,27.0,49.01960784313725,-22.030088479515086,-21.22169562927857,15.553287250323208,-0.7527465257311685,4906,2.1798034380506754,40.04010695187166,5.0,10625615,226562,67542,126318,2.132224817104704,0.6356526186954825,1.1888064832012075,6587881.3,3.4390722856527485,29.811707170664103,-29.194949684355276,-24.341338829644233,1276.0,220.0,12.008716671929108,2.070468391711915,5.8,85.29411764705883,GA,58361932.0,607936.7916666666,385168.0,1088844.7696764814,53247424.0,19185998.0,87,114,58.361932,0.6079367916666666,0.36031786251293585,34.40944228698892,15.0,48672898.0,8318837.399999995,146018694.0,8400832.65399877,7,88,87,0.0,5.0,2.0,82.9052968979848,12.571428571428571,18.057202822324633,14.523473865003973,,1899.0,1511.0,,319980,201567,,89272,68017,,43421006.0,44235756.0,,72.0,59.0,,10625615,39011.98663101604,257.5980614577908,5.492569794783643,8.187761367224391,4145263.5032632356,660.3049055004811,-0.21498317295542924,-0.05165906420417621,-0.18843483261107857,3,34516,65030,43421006.0,31.59620978937197,South,43056852.52941176,15.02377230694195,274485.76470588235,15305079.470588237,-0.9445872433009281
Georgia,2022,1414,1414,13.187438358751484,31.0,41.17647058823529,-6.333794895504575,-5.481283422459892,15.10794208157238,-0.7527465257311685,6320,2.592760543152266,42.92786421499293,4.0,10722325,251699,62871,160456,2.3474293122060748,0.5863560375198476,1.496466484647686,6647841.5,3.7861763100097976,24.978645127712067,11.09497620960267,-6.915696899706846,1149.0,265.0,10.715959458419698,2.4714789003317845,4.335849056603774,81.25884016973126,GA,74647832.0,660600.2831858407,387507.0,1045820.4102407089,63662913.0,23493598.0,101,130,74.647832,0.6606002831858407,0.369031150051208,27.90500492684169,14.0,58810256.666666664,8318837.399999995,220666526.0,15618239.71398907,8,96,101,0.0,5.0,2.0,73.38643404941753,12.0,14.079185063641022,18.057202822324633,14.523473865003973,1496.0,1899.0,1511.0,226562,319980,201567,67542,89272,68017,58361932.0,43421006.0,44235756.0,87.0,72.0,59.0,10722325,52791.960396039605,296.57579887087354,6.961907235604218,9.419598827679632,5660525.5675346535,561.7821286536697,-0.2288159343859475,0.030001681449154313,-0.3615301148744237,3,37836,71355,58361932.0,49.82268847834593,South,48622889.294117644,15.051568698060166,278305.9411764706,26024942.705882356,-1.8641303393086819
Georgia,2023,1428,1428,13.194623468134708,29.0,45.09803921568628,0.05448449644092079,0.990099009900991,13.487082296842404,-0.7527465257311685,7748,0.512788622423644,48.87955182072829,4.0,10822590,275569,54243,165936,2.5462389317159757,0.5012016532087051,1.5332374228350145,6710005.8,4.106836986638671,19.68399928874438,9.483549795589186,-13.72333826406451,1191.0,237.0,11.004759489179577,2.18986397895513,5.025316455696203,83.40336134453781,GA,70216530.0,656229.2523364486,433523.0,1021043.1557849385,61147828.0,22863258.0,102,123,70.21653,0.6562292523364487,0.3739013918859064,-5.9362768901312535,1.0,67742098.0,8318837.399999995,290883056.0,8420198.631532872,6,101,102,0.0,5.0,2.0,73.93445959234955,16.833333333333332,13.187438358751484,14.079185063641022,18.057202822324633,1414.0,1496.0,1899.0,251699,226562,319980,62871,67542,89272,74647832.0,58361932.0,43421006.0,101.0,87.0,72.0,10822590,49171.23949579832,254.80562037094157,6.487959906085327,9.424731048667647,5321601.648548319,518.2005232809206,-0.1985654735098353,-0.004732731945366424,-0.2879452157976872,3,39525,74664,74647832.0,36.857959475077095,South,49637571.35294118,12.716180840659622,278406.0,20578958.647058822,0.47844262747508637
Hawaii,2019,369,369,25.94765184298647,6.0,90.19607843137256,,,25.94765184298647,0.047381618945825967,369,,100.0,1.0,1422094,36614,15934,20680,2.5746539961493404,1.1204603915071718,1.4541936046421686,881698.28,4.152667735724743,43.51887256240782,,,278.0,91.0,19.548637431843463,6.399014411143004,3.0549450549450547,75.33875338753387,HI,853118.0,426559.0,426559.0,266955.43731491966,603620.0,249498.0,2,2,0.853118,0.426559,0.4133362048971207,,,853118.0,-6471.400000000089,853118.0,,2,2,2,0.0,1.0,0.0,72.12659913400023,1.0,,,,,,,,,,,,,,,,,,,1422094,2311.972899728997,23.30032228109466,0.5999026787258789,1.4063767936578033,32878.427888672086,1007.8112197520076,0.1295819487013851,-0.617237340275525,-0.7185185321115881,1,35567,81275,0.0,42.72968474572572,West,50894271.916666664,21.260684533168384,430332.4166666667,-50041153.916666664,4.686967309818087
Hawaii,2020,472,472,33.23770451399012,5.0,92.15686274509804,28.09523079435843,27.913279132791335,29.592678178488292,0.047381618945825967,841,5.154845678873783,100.0,1.0,1420074,73498,13397,38830,5.175645776206029,0.9434015410464526,2.734364547199653,880445.88,8.347815768074241,18.22770687637759,100.737422843721,-15.921927952805326,358.0,114.0,25.209953847475553,8.027750666514562,3.1403508771929824,75.84745762711864,HI,831367.0,415683.5,415683.5,323230.53049565107,589956.0,241411.0,2,2,0.831367,0.4156835,0.4092017031778641,-2.549588685269799,0.0,842242.5,-6471.400000000089,1684485.0,15380.279597588595,2,2,2,0.0,1.0,0.0,77.49188986332149,1.0,25.94765184298647,,,369.0,,,36614,,,15934,,,853118.0,,,2.0,,,1420074,1761.3707627118645,11.311423440093607,0.5854392095059835,1.4083773099148356,25012.76824487288,642.1943454243652,0.7796416991038143,-0.617237340275525,-1.368790989155384,1,37013,83173,853118.0,41.18157202945525,West,60136814.0,24.920214610330017,548793.0909090909,-59305447.0,8.3174899036601
Hawaii,2021,452,452,31.09739401086207,4.0,94.11764705882352,-6.439405291142064,-4.23728813559322,30.094250122612888,0.047381618945825967,1293,3.7471242616039078,100.0,1.0,1453498,48293,10843,37450,3.3225363915189425,0.7459934585393306,2.576542932979612,901168.76,5.35892966374023,22.45252935208001,-34.29345016190916,-19.063969545420612,330.0,122.0,22.703849609700185,8.393544401161886,2.7049180327868854,73.00884955752213,HI,563519.0,563519.0,563519.0,,386472.0,177047.0,1,1,0.563519,0.563519,0.4581108075099878,-32.21778107622747,-1.0,749334.6666666666,-6471.400000000089,2248004.0,161288.16752735872,1,1,1,0.0,0.0,0.0,100.0,1.0,33.23770451399012,25.94765184298647,,472.0,369.0,,73498,36614,,13397,15934,,831367.0,853118.0,,2.0,2.0,,1453498,1246.7234513274336,11.66875116476508,0.3876985038851103,0.6879954427181875,18121.10043057522,935.9534508106764,0.4364684545896576,-0.6474906167783585,-1.028237074716939,1,39045,88005,831367.0,39.503816819755286,West,69185081.81818181,22.395972490797934,495129.8181818182,-68621562.81818181,8.701421520064137
Hawaii,2022,421,421,29.022693540348094,6.0,90.19607843137256,-6.671621647104264,-6.858407079646023,31.11926402173343,0.047381618945825967,1714,2.107590591175696,100.0,1.0,1450589,50145,9615,40530,3.4568716569614133,0.662834200452368,2.7940374565090456,899365.18,5.575599446711957,19.1743942566557,3.8349243161534874,-11.325278981831598,310.0,111.0,21.370629447762255,7.65206409258584,2.7927927927927927,73.63420427553444,HI,552277.0,276138.5,276138.5,168484.45407366223,399963.0,152314.0,2,2,0.552277,0.2761385,0.38082022587089304,-1.9949637900407935,1.0,649054.3333333334,-6471.400000000089,2800281.0,157987.42659254035,1,2,2,0.0,1.0,1.0,100.0,2.0,31.09739401086207,33.23770451399012,25.94765184298647,452.0,472.0,369.0,48293,73498,36614,10843,13397,15934,563519.0,831367.0,853118.0,1.0,2.0,2.0,1450589,1311.8218527315914,11.013600558380697,0.3807260361136063,1.3787502869524035,19029.143495320666,839.5652607438429,0.3746399924561947,-0.6423440065745175,-0.9665185499685272,1,42683,94814,563519.0,59.01594121203283,West,68532690.3076923,21.28792901885877,454884.46153846156,-67980413.3076923,7.734764521489325
Hawaii,2023,409,409,28.29206542453662,4.0,94.11764705882352,-2.517437310895132,-2.8503562945368155,29.470717658582263,0.047381618945825967,2123,1.4553389045865996,100.0,1.0,1445635,59637,13485,46152,4.125315172917092,0.9328080739605779,3.1925070989565136,896293.7,6.653734149866278,22.61180139846069,18.92910559377805,40.24960998439937,315.0,94.0,21.789732539679797,6.502332884856828,3.351063829787234,77.01711491442543,HI,960306.0,240076.5,196425.0,116314.33212205622,1284821.0,523997.0,5,5,0.960306,0.2400765,0.407836578013591,73.88122264733097,3.0,692034.0,-6471.400000000089,3760587.0,232398.35440252154,1,5,5,0.0,1.0,1.0,100.0,5.0,29.022693540348094,31.09739401086207,33.23770451399012,421.0,452.0,472.0,50145,48293,73498,9615,10843,13397,552277.0,563519.0,831367.0,2.0,1.0,2.0,1445635,2347.9364303178486,16.10252024749736,0.6642797109920554,3.4586877047110787,33942.59081442543,685.8158525747439,0.4403639126498568,-0.6269041759629949,-1.0282522868064707,1,44823,98317,552277.0,31.13973441497054,West,70407089.6923077,19.5641959357848,473191.6923076923,-69446783.6923077,8.727869488751821
Idaho,2019,224,224,13.040314364721294,33.0,37.254901960784316,,,13.040314364721294,1.0470636056057658,224,,100.0,1.0,1717750,25878,9695,16183,1.5065056032600785,0.5644011060980935,0.9421044971619852,1065005.0,2.4298477471936755,37.46425535203648,,,183.0,41.0,10.65347111046427,2.386843254257022,4.463414634146342,81.69642857142857,ID,407623.0,407623.0,407623.0,,300000.0,107623.0,1,1,0.407623,0.407623,0.35874333333333336,,,407623.0,-172661.5,407623.0,,1,1,1,0.0,1.0,0.0,100.0,1.0,,,,,,,,,,,,,,,,,,,1717750,1819.7455357142858,15.751719607388516,0.23730053849512445,0.5821568912822006,31258.67893973214,865.6001236571606,-0.5171198747289019,-0.6474906167783585,-0.07617327827330533,1,27970,55785,0.0,54.63958365962148,West,50894271.916666664,21.260684533168384,430332.4166666667,-50486648.916666664,-8.22037016844709
Idaho,2020,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
Idaho,2021,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
Idaho,2022,363,363,19.578136991945996,18.0,66.66666666666666,28.97485746522992,32.00000000000001,17.02004073191828,1.0470636056057658,1148,2.2853488611628094,89.53168044077135,1.0,1854109,55391,15626,27687,2.987472689038239,0.8427767731023365,1.49327790329479,1149547.58,4.8185043371584495,28.210359083605642,36.87266796807434,45.26354931672398,277.0,86.0,14.939790486967054,4.638346504978942,3.2209302325581395,76.30853994490359,ID,393050.0,393050.0,393050.0,,289385.0,103665.0,1,1,0.39305,0.39305,0.35822520172089084,-3.575117203886924,0.0,400336.5,-172661.5,800673.0,10304.667122231556,1,1,1,0.0,1.0,0.0,100.0,1.0,13.040314364721294,,,224.0,,,25878,,,9695,,,407623.0,,,1.0,,,1854109,1082.7823691460055,7.095918109440162,0.21198861555604337,0.5393426168580164,20075.96535674931,655.3411203986208,-0.047875147762236565,-0.6474906167783585,-0.5455605170272282,1,34919,70214,407623.0,28.229100241571384,West,68532690.3076923,21.28792901885877,454884.46153846156,-68139640.3076923,-1.7097920269127727
Idaho,2023,315,315,16.637652010039634,21.0,60.78431372549019,-15.019227739166451,-13.223140495867769,17.131865993089818,1.0470636056057658,1463,2.2404258360682805,93.01587301587301,1.0,1893296,42304,11355,30949,2.2344102559768784,0.5997477415047621,1.6346625144721163,1173843.52,3.603887509640127,26.84143343419062,-23.626581935693526,-27.332650710354535,230.0,85.0,12.148126864473385,4.489525145566251,2.7058823529411766,73.01587301587301,ID,62300.0,62300.0,62300.0,,50000.0,12300.0,1,1,0.0623,0.0623,0.246,-84.14959928762245,0.0,287657.6666666667,-172661.5,862973.0,195301.43759412869,1,1,1,0.0,0.0,0.0,100.0,1.0,19.578136991945996,13.040314364721294,,363.0,224.0,,55391,25878,,15626,9695,,393050.0,407623.0,,1.0,1.0,,1893296,197.77777777777777,1.4726739788199696,0.03290557841985617,0.5281794288901471,3744.518755555556,744.6104387291982,-0.26919454150466876,-0.6474906167783585,-0.3274755824651579,1,37169,74636,393050.0,37.64102812879581,West,70407089.6923077,19.5641959357848,473191.6923076923,-70344789.6923077,-2.9265439257451646
Illinois,2019,2299,2299,18.002242802254642,25.0,52.94117647058824,,,18.002242802254642,-0.3769397816646316,2299,,69.68247063940844,4.0,12770631,826820,69385,291774,6.474386426167979,0.5433169277226787,2.284726573025248,7917791.22,10.442558751883837,8.391790232456882,,,1769.0,530.0,13.852095483770535,4.150147318484106,3.3377358490566036,76.94649847759895,IL,109806306.0,682026.7453416149,399750.0,874630.9506450727,91202627.0,35463235.0,153,201,109.806306,0.6820267453416149,0.38884006049518727,,,109806306.0,2785076.0999999875,109806306.0,,22,143,153,0.0,12.0,2.0,33.06225418419959,6.5,,,,,,,,,,,,,,,,,,,12770631,47762.638538495,132.8055755787233,8.598346158463118,11.980613957133363,6099590.323614989,278.05326431387726,0.6532068979606828,0.6362033539852502,-0.17667216117041162,5,36038,65886,0.0,11.314518466649805,Midwest,41345427.0,15.244135705269102,196131.75,68460879.0,2.7581070969855404
Illinois,2020,2882,2882,22.664067559996866,18.0,66.66666666666666,25.89579981200101,25.35885167464116,20.333155181125754,-0.3769397816646316,5181,3.2964078989028605,67.93893129770993,6.0,12716164,930391,82616,368156,7.316601138519446,0.6496927847108609,2.8951812826572545,7884021.68,11.800969578257172,8.879707563809195,12.526426549914138,19.0689630323557,2093.0,789.0,16.45936620509141,6.204701354905458,2.652724968314322,72.6231783483692,IL,122954075.0,714849.273255814,404978.0,990358.9850374862,97362088.0,40607290.0,163,212,122.954075,0.7148492732558139,0.4170749707011214,11.973601042548498,10.0,116380190.5,2785076.0999999875,232760381.0,9296876.617374273,21,154,163,0.0,13.0,2.0,29.71390090161713,7.333333333333333,18.002242802254642,,,2299.0,,,826820,,,69385,,,109806306.0,,,153.0,,,12716164,42662.76023594726,132.15312164455588,9.669116802834566,12.818331062732442,5425066.558529841,309.7622397465152,1.0244112126897813,0.6651458669745729,-0.419302259290806,5,37306,68428,109806306.0,40.023742485558415,Midwest,47454950.833333336,18.2406345839123,226340.16666666666,75499124.16666666,4.423432976084566
Illinois,2021,2401,2401,18.725900931482936,19.0,64.70588235294117,-17.376257011627416,-16.689798750867457,19.79740376457815,-0.3769397816646316,7582,2.5088326486581134,73.09454394002499,5.0,12821813,750817,59672,333438,5.855778742054653,0.4653944024920657,2.600552667551773,7949524.06,9.444804422668795,7.947609071185123,-19.300917571214683,-27.771860172363706,1852.0,549.0,14.44413516247663,4.281765769006302,3.373406193078324,77.13452728029988,IL,114765295.0,760035.0662251656,403309.0,996266.7392162449,93604409.0,38249306.0,150,186,114.765295,0.7600350662251656,0.4086271833626982,-6.6600313979020225,-13.0,115841892.0,2785076.0999999875,347525676.0,6639672.676017019,16,142,150,0.0,9.0,2.0,31.919304524943716,8.875,22.664067559996866,18.002242802254642,,2882.0,2299.0,,930391,826820,,82616,69385,,122954075.0,109806306.0,,163.0,153.0,,12821813,47798.9566847147,152.85388450181603,8.950785275062115,11.698813576519951,6128692.842065118,319.784980894146,0.6066780111718467,0.47528968007958355,-0.08164849737064839,5,39571,72563,122954075.0,21.577396535224565,Midwest,54125948.916666664,12.473020882412944,180126.41666666666,60639346.083333336,6.252880049069992
Illinois,2022,2521,2521,19.760717386938676,17.0,68.62745098039215,5.526123732268351,4.997917534360674,20.383561959472825,-0.3769397816646316,10103,2.041626954082608,73.54224514081713,4.0,12757634,775316,61804,353455,6.077271067660352,0.4844471945189837,2.770537232844272,7909733.08,9.802050109129599,7.9714593791434725,3.262978861693333,3.5728649953076896,1899.0,622.0,14.885205203409972,4.875512183528701,3.053054662379421,75.32725109083697,IL,119607624.0,668199.0167597765,469350.0,722434.0013762424,95530273.0,38904809.0,178,215,119.607624,0.6681990167597766,0.4072511024855964,4.2193321596045275,28.0,119108998.0,2785076.0999999875,467133300.0,4117098.539992333,20,170,178,2.0,10.0,1.0,36.61683974259032,8.5,18.725900931482936,22.664067559996866,18.002242802254642,2401.0,2882.0,2299.0,750817,930391,826820,59672,82616,69385,114765295.0,122954075.0,109806306.0,150.0,163.0,153.0,12757634,47444.51566838556,154.26951591351138,9.37537665683151,13.95243036443905,6052797.662045283,325.15774213353006,0.6926517146632097,0.7198214309831004,-0.12026826136576607,5,43198,78433,114765295.0,44.19992286420812,Midwest,53714541.166666664,13.574551611634476,206027.5,65893082.833333336,6.1861657753042
